DateTime,EndDateTime,DeviceId,Aggregation,AppName,AppPublisher
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,Microsoft Outlook,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,Microsoft Sticky Notes,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,Office Shared Components,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,www.microsoft.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,www.microsoft.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,support.microsoft.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,www.microsoft.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,www.microsoft.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,www.microsoft.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,answers.microsoft.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,www.microsoft.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,www.microsoft.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,account.microsoft.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,support.office.live.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,learn.microsoft.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,support.xbox.com,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,MSN Web,Microsoft Corporation
"10/26/2023 12:00:00 AM +00:00","10/26/2023 11:59:59 PM +00:00",,Daily,Bing,Microsoft Corporation
"10/25/2023 12:00:00 AM +00:00","10/25/2023 11:59:59 PM +00:00",,Daily,Microsoft Office,Microsoft Corporation
"10/25/2023 12:00:00 AM +00:00","10/25/2023 11:59:59 PM +00:00",,Daily,Microsoft Store,Microsoft Corporation
"10/25/2023 12:00:00 AM +00:00","10/25/2023 11:59:59 PM +00:00",,Daily,OneDrive,Microsoft Corporation
"10/25/2023 12:00:00 AM +00:00","10/25/2023 11:59:59 PM +00:00",,Daily,Microsoft Mail and Calendar,Microsoft Corporation
"10/25/2023 12:00:00 AM +00:00","10/25/2023 11:59:59 PM +00:00",,Daily,Microsoft Sticky Notes,Microsoft Corporation
"10/25/2023 12:00:00 AM +00:00","10/25/2023 11:59:59 PM +00:00",,Daily,Microsoft Outlook,Microsoft Corporation
"10/25/2023 12:00:00 AM +00:00","10/25/2023 11:59:59 PM +00:00",,Daily,Office Shared Components,Microsoft Corporation
"10/25/2023 12:00:00 AM +00:00","10/25/2023 11:59:59 PM +00:00",,Daily,support.microsoft.com,Microsoft Corporation
"10/25/2023 12:00:00 AM +00:00","10/25/2023 11:59:59 PM +00:00",,Daily,www.microsoft.com,Microsoft Corporation
"10/25/2023 12:00:00 AM +00:00","10/25/2023 11:59:59 PM +00:00",,Daily,support.xbox.com,Microsoft Corporation
"10/25/2023 12:00:00 AM +00:00","10/25/2023 11:59:59 PM +00:00",,Daily,www.xbox.com,Microsoft Corporation
"10/25/2023 12:00:00 AM +00:00","10/25/2023 11:59:59 PM +00:00",,Daily,answers.microsoft.com,Microsoft Corporation
